HASC_2,Max,Mean,Min
US.AL.AU,0.006242938805371523,0.006174115464091301,0.006099808495491743
US.AL.BD,0.007933325134217739,0.007358101569116116,0.006583003327250481
US.AL.BR,0.00662711076438427,0.006509093567728996,0.0063902814872562885
US.AL.BI,0.006123888771981001,0.00606118468567729,0.005998480599373579
US.AL.BU,0.00576673774048686,0.005671131735046704,0.005512742325663567
US.AL.BL,0.00662711076438427,0.006460078642703593,0.006313033867627382
US.AL.BT,0.006395685952156782,0.0063878975342959166,0.006380109116435051
US.AL.CN,0.005745041649788618,0.0057191732339560986,0.005693304818123579
US.AL.CM,0.0062752049416303635,0.006122934864833951,0.0059706647880375385
US.AL.CH,0.005745041649788618,0.0055309893563389775,0.0052359383553266525
US.AL.CI,0.006123888771981001,0.00602768687531352,0.005888569634407759
US.AL.CC,0.006424852181226015,0.006296523381024599,0.006127305794507265
US.AL.CK,0.006583003327250481,0.006456826813519001,0.006362624932080507
US.AL.CY,0.00595119409263134,0.00595119409263134,0.00595119409263134
US.AL.CB,0.0059706647880375385,0.005840051337145269,0.005693304818123579
US.AL.CF,0.006766267586499453,0.006638078019022942,0.006509888451546431
US.AL.CL,0.005411176010966301,0.005337902034322421,0.005290297791361809
US.AL.CO,0.006567903328686953,0.006469138548709452,0.006380109116435051
US.AL.CS,0.006316848564893007,0.006064105196855962,0.005888569634407759
US.AL.CV,0.007225938607007265,0.0068272709846496586,0.006380109116435051
US.AL.CA,0.006766267586499453,0.006490798853337765,0.006229825783520937
US.AL.CU,0.00576673774048686,0.00563153438270092,0.005512742325663567
US.AL.DE,0.0070442636497318745,0.006736882613040507,0.006509888451546431
US.AL.DL,0.006242938805371523,0.006198884453624487,0.006123888771981001
US.AL.DA,0.00551631860435009,0.005385804339312017,0.0052359383553266525
US.AL.EL,0.006316848564893007,0.006239879177883267,0.006099808495491743
US.AL.ES,0.007227051537483931,0.00682735051959753,0.006532855797559023
US.AL.ET,0.005745041649788618,0.00562700442969799,0.005512742325663567
US.AL.FA,0.005960969254374504,0.005863853497430682,0.00576673774048686
US.AL.FR,0.00565992621704936,0.005499212071299553,0.0053122323006391525
US.AL.GE,0.007231343071907759,0.007059502648189664,0.006766267586499453
US.AL.GR,0.006180314347147942,0.006020454689860344,0.00586274079978466
US.AL.HA,0.006271310616284609,0.006142374034970999,0.005998480599373579
US.AL.HE,0.0070442636497318745,0.006835687207058072,0.00662711076438427
US.AL.HO,0.007231343071907759,0.007013958102713029,0.006766267586499453
US.AL.JA,0.00551631860435009,0.005362657830119133,0.0052359383553266525
US.AL.JE,0.005998480599373579,0.005846925778314471,0.005733915138989687
US.AL.LM,0.005960969254374504,0.005765664740465581,0.005613513756543398
US.AL.LU,0.005411176010966301,0.00526694596434633,0.005104172043502331
US.AL.LW,0.00565992621704936,0.005468535586260259,0.005290297791361809
US.AL.LE,0.0063902814872562885,0.006327444997926553,0.0062752049416303635
US.AL.LI,0.0053717573173344135,0.005331027554348111,0.005290297791361809
US.AL.LO,0.006380109116435051,0.00628429123510917,0.006229825783520937
US.AL.MC,0.0063902814872562885,0.00632384221535176,0.0062752049416303635
US.AL.MD,0.005512742325663567,0.00544224982149899,0.0053717573173344135
US.AL.ME,0.006424852181226015,0.006279853987507522,0.006180314347147942
US.AL.MI,0.005960969254374504,0.005744803075989087,0.005613513756543398
US.AL.MS,0.00551631860435009,0.0054318588227033615,0.005326617043465376
US.AL.MB,0.007893270812928677,0.007197473819057147,0.006557969376444817
US.AL.MR,0.006583003327250481,0.006484099314548075,0.006395685952156782
US.AL.MT,0.006509888451546431,0.006308252379919092,0.006099808495491743
US.AL.MG,0.005512742325663567,0.005421884940005839,0.005290297791361809
US.AL.PE,0.006271310616284609,0.0062046131351962686,0.006123888771981001
US.AL.PC,0.0061378758400678635,0.0059381446801126,0.005828249733895063
US.AL.PK,0.006509888451546431,0.006411461159586906,0.006313033867627382
US.AL.RA,0.0059706647880375385,0.0058717212329308195,0.005693304818123579
US.AL.RU,0.006421514321118593,0.006321895169094205,0.006200579926371574
US.AL.SA,0.00595119409263134,0.005829680128954351,0.005733915138989687
US.AL.SH,0.005998480599373579,0.0058736551242570085,0.005733915138989687
US.AL.SU,0.006271310616284609,0.0061199546325951815,0.00590088777244091
US.AL.TD,0.00595119409263134,0.005829680128954351,0.005733915138989687
US.AL.TP,0.006316848564893007,0.006165389250963926,0.00595119409263134
US.AL.TU,0.0061378758400678635,0.005966015858575702,0.00576673774048686
US.AL.WK,0.005960969254374504,0.005725093884393573,0.005512742325663567
US.AL.WS,0.006583003327250481,0.006482112454250455,0.006362624932080507
US.AL.WC,0.006424852181226015,0.006324120409165819,0.006229825783520937
US.AL.WN,0.00576673774048686,0.005646468761066596,0.005512742325663567
US.AK.AE,0.00441820127889514,0.0038252309164298432,0.002747681923210621
US.AK.AW,0.004545954056084156,0.004123219904505601,0.003266759216785431
US.AK.AN,0.0012229656567797065,0.0009726935282482632,0.0008530194754712284
US.AK.BE,0.0024813686031848192,0.0010748985967541746,0.0004582280234899372
US.AK.BR,0.0013001735787838697,0.0012853220687247813,0.0012704705586656928
US.AK.DE,0.0005716109299100935,0.00040821211446347014,0.0002772236184682697
US.AK.DI,0.0013973787426948547,0.0010310828557090932,0.0007697020773775876
US.AK.FA,0.0003988816461060196,0.00035223266935314643,0.00030846139998175204
US.AK.HA,0.002211061306297779,0.0011730674013961107,0.0005530490889213979
US.AK.JU,0.0034216123167425394,0.0021088405745103957,0.0009193792939186096
US.AK.KN,0.0024405987933278084,0.0013346429162951143,0.00045868498273193836
US.AK.KT,0.0033605375792831182,0.003290998749434948,0.0030609245877712965
US.AK.KO,0.00324414880014956,0.0022128708361248885,0.0014051968464627862
US.AK.LA,0.003540066769346595,0.0017180446853959246,0.0007173493504524231
US.AK.MA,0.0012229656567797065,0.0005544072389602661,0.0002772236184682697
US.AK.NM,0.002299772808328271,0.0009675737294945604,0.00039221090264618397
US.AK.NH,0.0008569434867240489,0.00038909917171183443,0.00016297395632136613
US.AK.NW,0.0008173559908755124,0.00040561870419763895,0.00023998809047043324
US.AK.PR,0.0038217182736843824,0.003294230713176408,0.0022688580211251974
US.AK.SI,0.00393810635432601,0.0034776954875829127,0.002295838901773095
US.AK.SK,0.0037710939068347216,0.002146420270340362,0.0005530490889213979
US.AK.SO,0.0006284092087298632,0.00031430729031257454,0.00021450710482895374
US.AK.VA,0.002972908318042755,0.0012281033177495406,0.00021450710482895374
US.AK.WA,0.0015059980796650052,0.0009104717160678572,0.0005783512606285512
US.AK.WR,0.003926821053028107,0.0034085785737261176,0.002528933109715581
US.AK.YU,0.0007634038920514286,0.00034916643441344303,0.00014458964869845659
US.AZ.AP,0.004185584373772144,0.003551952321739758,0.003152476856485009
US.AZ.CH,0.00486535532400012,0.0044471827439135974,0.004070428665727377
US.AZ.CO,0.004850811790674925,0.0037203929636494388,0.0028152738232165575
US.AZ.GI,0.004969703499227762,0.004601814628889163,0.0042488048784434795
US.AZ.GA,0.0046218507923185825,0.004257535329088569,0.00395137770101428
US.AZ.GE,0.004296488594263792,0.00404816450152014,0.003763265674933791
US.AZ.LA,0.005213844124227762,0.004644482862204313,0.0041933730244636536
US.AZ.MA,0.005497006233781576,0.004936836742083816,0.004541026894003153
US.AZ.MO,0.004858838859945536,0.004202768619341607,0.0030575068667531013
US.AZ.NA,0.004773683380335569,0.00373391864228655,0.0031351519282907248
US.AZ.PM,0.007432091515511274,0.005081371379722106,0.004195042420178652
US.AZ.PN,0.005039877723902464,0.0046683671534992754,0.004287309478968382
US.AZ.SA,0.005323596764355898,0.004804512485861778,0.004423446487635374
US.AZ.YA,0.004996167961508036,0.004576508762935797,0.004022068809717894
US.AZ.YU,0.005862979218363762,0.005034094365934531,0.004287747200578451
US.AR.AR,0.005616692826151848,0.005342179986958702,0.005051798652857542
US.AR.AS,0.005902953911572695,0.005867747589945793,0.0058325412683188915
US.AR.BA,0.0042327516712248325,0.003961444521943728,0.003693011589348316
US.AR.BE,0.0039483183063566685,0.0038579575484618545,0.0037675967905670404
US.AR.BO,0.003693011589348316,0.003675309126265347,0.003657606663182378
US.AR.BR,0.0058325412683188915,0.005749432370066643,0.005666323471814394
US.AR.CA,0.0058325412683188915,0.005714672966860235,0.00556074408814311
US.AR.CL,0.0037675967905670404,0.003712601726874709,0.003657606663182378
US.AR.CT,0.005902953911572695,0.005724934861063957,0.0055809300392866135
US.AR.CK,0.00556074408814311,0.00532558374106884,0.005046713165938854
US.AR.CY,0.0043189795687794685,0.004269030876457691,0.004219082184135914
US.AR.CB,0.004693853203207254,0.004452215973287821,0.0042327516712248325
US.AR.CV,0.005666323471814394,0.00546966795809567,0.0052730124443769455
US.AR.CI,0.005799083039164543,0.005730378674343228,0.0056616743095219135
US.AR.CN,0.00463830167427659,0.004560537403449416,0.004482773132622242
US.AR.CG,0.004674262832850218,0.004554795334115624,0.004435327835381031
US.AR.CW,0.004291958641260862,0.004275368759408593,0.004263706039637327
US.AR.CD,0.005218136589974165,0.005096542648971081,0.004974948707967997
US.AR.CO,0.004974948707967997,0.004878150764852762,0.004781352821737528
US.AR.DA,0.005666323471814394,0.005446163937449455,0.0052730124443769455
US.AR.DE,0.005616692826151848,0.005470482632517815,0.005324788857251406
US.AR.DR,0.005902953911572695,0.005754627869464457,0.005616692826151848
US.AR.FA,0.00502148037776351,0.004755454603582621,0.004482773132622242
US.AR.FR,0.004301018547266722,0.004248645971529186,0.004158523865044117
US.AR.FU,0.004076865501701832,0.004017717903479934,0.003958570305258036
US.AR.GL,0.005284575745463371,0.0049485142808407545,0.004583504982292652
US.AR.GN,0.005284575745463371,0.005278794094920158,0.0052730124443769455
US.AR.GE,0.004674262832850218,0.004411913105286658,0.004219082184135914
US.AR.HE,0.0056616743095219135,0.005306880998735626,0.004982022102922201
US.AR.HT,0.005284575745463371,0.005070184047023456,0.00487926322966814
US.AR.HW,0.005262084770947695,0.005122053436934948,0.004982022102922201
US.AR.IN,0.004435327835381031,0.0043396425899118185,0.004243957344442606
US.AR.IZ,0.004243957344442606,0.0041280362056568265,0.003958570305258036
US.AR.JA,0.004781352821737528,0.004538622801192105,0.004243957344442606
US.AR.JE,0.005324788857251406,0.005298900650814176,0.0052730124443769455
US.AR.JO,0.004301018547266722,0.004229771206155419,0.004158523865044117
US.AR.LF,0.0056616743095219135,0.005570081993937492,0.005478489678353071
US.AR.LW,0.004435327835381031,0.004243808216415346,0.004076865501701832
US.AR.LE,0.005218136589974165,0.005168743664398789,0.005119350738823414
US.AR.LC,0.005666323471814394,0.005470204399898648,0.0052730124443769455
US.AR.LT,0.005262084770947695,0.005164571106433868,0.005067057441920042
US.AR.LG,0.004301018547266722,0.0042823622934520245,0.004263706039637327
US.AR.LO,0.005324788857251406,0.005000539201622208,0.00463830167427659
US.AR.MD,0.004271335434168577,0.003963765688240528,0.003657606663182378
US.AR.MN,0.003958570305258036,0.003825790947303176,0.003693011589348316
US.AR.ML,0.0056616743095219135,0.005453137680888176,0.005262084770947695
US.AR.MS,0.004974948707967997,0.004721857374534011,0.004419195000082254
US.AR.ME,0.0053595188073813915,0.005127361975610256,0.004781352821737528
US.AR.MT,0.005046713165938854,0.004752424778416753,0.004397458862513304
US.AR.NV,0.005799083039164543,0.005607950850389898,0.005410301964730024
US.AR.NW,0.004158523865044117,0.0039061479619704187,0.003657606663182378
US.AR.OU,0.005799083039164543,0.005679913563653827,0.00556074408814311
US.AR.PY,0.00487926322966814,0.004561639972962439,0.004301018547266722
US.AR.PH,0.005423653405159712,0.0052801648853346705,0.005119350738823414
US.AR.PE,0.005410301964730024,0.00514634574453036,0.004982022102922201
US.AR.PN,0.004974948707967997,0.004716473049484193,0.004435327835381031
US.AR.PL,0.004982022102922201,0.004669951740652323,0.004397458862513304
US.AR.PP,0.004482773132622242,0.004264441318809986,0.004115449730306864
US.AR.PR,0.005324788857251406,0.005023480237772067,0.004693853203207254
US.AR.PU,0.0052730124443769455,0.0049530144315212965,0.00463830167427659
US.AR.RA,0.004219082184135914,0.004147973842918873,0.004076865501701832
US.AR.SI,0.005218136589974165,0.005023447214625776,0.004781352821737528
US.AR.SL,0.005284575745463371,0.005114582949317992,0.00487926322966814
US.AR.SC,0.004583504982292652,0.004396791383624077,0.004263706039637327
US.AR.SA,0.0042327516712248325,0.003999945824034512,0.003693011589348316
US.AR.SB,0.004438268486410379,0.004343477077782154,0.004263706039637327
US.AR.SV,0.005262084770947695,0.005043305456638336,0.004862057510763407
US.AR.SH,0.004243957344442606,0.004160411423072219,0.004076865501701832
US.AR.ST,0.004243957344442606,0.004145093106975158,0.003958570305258036
US.AR.UN,0.0058325412683188915,0.005815812153741717,0.005799083039164543
US.AR.VA,0.00463830167427659,0.004367319052107632,0.004115449730306864
US.AR.WA,0.004291958641260862,0.004069802293088287,0.0037675967905670404
US.AR.WH,0.004693853203207254,0.00452537074064215,0.004243957344442606
US.AR.WO,0.005119350738823414,0.0049115888541564345,0.004693853203207254
US.AR.YE,0.004583504982292652,0.004455765554060538,0.004301018547266722
US.CA.AA,0.0078025939874351025,0.007292020600289106,0.006945002358406782
US.CA.AP,0.006483662407845259,0.005683966213837266,0.004857567138969898
US.CA.AM,0.00662258081138134,0.006337889237329364,0.005984334275126457
US.CA.BU,0.006028998177498579,0.005835852508122723,0.005611367989331484
US.CA.CA,0.00690796785056591,0.006558891292661429,0.005984334275126457
US.CA.CL,0.005998480599373579,0.005759489722549915,0.005588639061897993
US.CA.CN,0.007071602623909712,0.006671039503999054,0.0062118652276694775
US.CA.DE,0.006432163994759321,0.005969293997623026,0.005442647263407707
US.CA.EL,0.006260979454964399,0.005792264174669981,0.004857567138969898
US.CA.FR,0.007141538430005312,0.006173490812735898,0.004386770073324442
US.CA.GL,0.006028998177498579,0.005689105795075496,0.005228228867053986
US.CA.HU,0.00662568025290966,0.006081678613554686,0.005365479271858931
US.CA.IM,0.005280602257698774,0.004845858629172047,0.004287747200578451
US.CA.IN,0.005686708260327578,0.004482357146437554,0.0037941804621368647
US.CA.KE,0.00753365783020854,0.006109748068930847,0.004931874107569456
US.CA.KI,0.007141538430005312,0.006672946736216545,0.006428587716072798
US.CA.LK,0.005837468430399895,0.005585110187530518,0.005228228867053986
US.CA.LS,0.00580615596845746,0.004831330085705433,0.004151927772909403
US.CA.LO,0.009145763702690601,0.00779729257337749,0.005489536095410585
US.CA.ME,0.006854720879346132,0.006127589581800359,0.004820850677788258
US.CA.MN,0.006945002358406782,0.0064533434342592955,0.006118484307080507
US.CA.MP,0.006854720879346132,0.006259294226765633,0.004820850677788258
US.CA.MI,0.006354836747050285,0.005925198504701257,0.005228228867053986
US.CA.MD,0.007015017792582512,0.00671686208806932,0.006028203293681145
US.CA.MC,0.0053008669055998325,0.004450626554898918,0.00391668826341629
US.CA.MO,0.005686708260327578,0.004538606640628793,0.0036806545685976744
US.CA.MT,0.007921325974166393,0.00737807359546423,0.006622024346143007
US.CA.NA,0.0062118652276694775,0.0059569161385297775,0.005659846588969231
US.CA.NE,0.006167519371956587,0.0057872415520250796,0.0052474611438810825
US.CA.OR,0.009252575226128101,0.00870821283509334,0.00781260710209608
US.CA.PA,0.006260979454964399,0.006006891451155146,0.005690920632332563
US.CA.PU,0.006028998177498579,0.00547837660027047,0.004783935844898224
